spanish	english	pos	cefr	tags
hospedarse	to stay	verb	A2.1	reflexive|travel
hostal	hostel	noun	A2.1	travel
hotel	hotel	noun	A2.1	travel|work
huésped	guest	noun	A2.1	travel
ida	one way	noun	A2.1	travel
ida y vuelta	round trip	phrase	A2.1	MWU|travel
idioma	language	noun	A2.1	
idiomas	languages	noun	A2.1	
igual	equal, same	adj	A2.1	society
imperfecto	imperfect	adj	A2.1	
impresionante	impressive	adj	A2.1	media|travel
impresora	printer	noun	A2.1	tech|work
imprimir	to print	verb	A2.1	tech
inalámbrico	wireless	adj	A2.1	tech
incluido	included	noun	A2.1	travel
incompleto	incomplete	adj	A2.1	
infección	infection	noun	A2.1	health
informe	report	noun	A2.1	work
informática	computer science	noun	A2.1	education|tech
inglés	English	noun	A2.1	education
inmediatamente	immediately	adv	A2.1	time
innecesario	unnecessary	adj	A2.1	
insatisfecho	unsatisfied	adj	A2.1	
inscribirse	to enroll	verb	A2.1	education|reflexive
insecto	insect	noun	A2.1	
inseguro	insecure	adj	A2.1	
instalar	to install	verb	A2.1	tech
instituto	high school, institute	noun	A2.1	education
instrumento	instrument	noun	A2.1	media
insuficiente	insufficient	adj	A2.1	
intensamente	intensely	adv	A2.1	health
internacional	international	adj	A2.1	travel
interés	interest	noun	A2.1	finance
introvertido	introverted	adj	A2.1	
investigar	to research, to investigate	verb	A2.1	education|philosophy|tech
invitación	invitation	noun	A2.1	
invitada	guest	noun	A2.1	society
itinerario	itinerary	noun	A2.1	travel
jardinería	gardening	noun	A2.1	home
jefa	boss	noun	A2.1	work
jirafa	giraffe	noun	A2.1	nature
jugadora	player	noun	A2.1	sports
jugar a las cartas	to play cards	phrase	A2.1	MWU
jugar a videojuegos	to play video games	phrase	A2.1	MWU
jugar al ajedrez	to play chess	phrase	A2.1	MWU|sports
jugoso	juicy	adj	A2.1	food
juzgar	to judge	verb	A2.1	education
kilo	kilogram	noun	A2.1	
kilómetro	kilometer	noun	A2.1	
laboratorio	laboratory	noun	A2.1	education|tech
lago	lake	noun	A2.1	nature
lanzar	to throw	verb	A2.1	sports
laptop	laptop	noun	A2.1	tech
lastimar	to hurt	verb	A2.1	health
lastimarse	to hurt oneself	verb	A2.1	health|reflexive
lectora	reader	noun	A2.1	media
lejos de	far from	phrase	A2.1	MWU
leve	mild	adj	A2.1	health
levemente	mildly	adv	A2.1	health
león	lion	noun	A2.1	nature
libre	free, available	noun	A2.1	travel
libreta	notebook	noun	A2.1	education
libro de texto	textbook	phrase	A2.1	MWU|education
licuadora	blender	noun	A2.1	food
liga	league	noun	A2.1	sports
ligero	light	adj	A2.1	food
limón	lemon	noun	A2.1	food
literatura	literature	noun	A2.1	education|media
litro	liter	noun	A2.1	
llamada	call	noun	A2.1	work
llamar	to call	verb	A2.1	society|tech|work
lobo	wolf	noun	A2.1	nature
longitud	length	noun	A2.1	
lucha	wrestling	noun	A2.1	sports
luna	moon	noun	A2.1	nature
mantequilla	butter	noun	A2.1	food
mapa	map	noun	A2.1	education|travel
mar	sea	verb	A2.1	nature
maratón	marathon	noun	A2.1	sports
marcador	marker	noun	A2.1	education
margarina	margarine	noun	A2.1	food
matemáticas	mathematics	noun	A2.1	education
materia	subject, matter	noun	A2.1	education|philosophy
matricularse	to register	verb	A2.1	education|reflexive
matrimonio	marriage	noun	A2.1	society
medalla	medal	noun	A2.1	sports
medicamento	medication	noun	A2.1	health
medida	measurement	adj	A2.1	
medios	media	noun	A2.1	media
meditar	to meditate	verb	A2.1	philosophy
mejorar	to improve	verb	A2.1	health|tech|work
mejorarse	to get better	verb	A2.1	health|reflexive
memorizar	to memorize	verb	A2.1	education
mensaje	message	noun	A2.1	tech
mentir	to lie	verb	A2.1	
mentiroso	lying, dishonest	adj	A2.1	
meta	goal, finish line	noun	A2.1	sports|work
mezclar	to mix	verb	A2.1	food
miedo	fear	noun	A2.1	health
mientras que	whereas, while	phrase	A2.1	MWU|comparison|glue|philosophy|time
mililitro	milliliter	noun	A2.1	
mitad	half	noun	A2.1	
mochila	backpack	noun	A2.1	education|travel
moderno	modern	adj	A2.1	media|philosophy|tech
molesto	annoyed	adj	A2.1	
moneda	currency	noun	A2.1	
mono	monkey	noun	A2.1	home
montar a caballo	to ride a horse	phrase	A2.1	MWU|glue|nature
montar en bicicleta	to ride a bicycle	phrase	A2.1	MWU
montañismo	mountaineering	noun	A2.1	nature
motel	motel	noun	A2.1	travel
motivado	motivated	adj	A2.1	
musical	musical	noun	A2.1	media
médico	doctor	noun	A2.1	health
mí	me (after preposition)	adv	A2.1	time
músico	musician	noun	A2.1	media
natación	swimming	noun	A2.1	sports
naturaleza	nature	noun	A2.1	nature
navegar	to browse	verb	A2.1	tech
necesitar	to need	verb	A2.1	
negocio	business	noun	A2.1	work
ninguno	none, not any	pron	A2.1	
nota	grade, note	noun	A2.1	education
noticia	news	adj	A2.1	media
noticias	news	adj	A2.1	media
novela	novel	noun	A2.1	media
novia	boyfriend, girlfriend	noun	A2.1	society
nuera	daughter-in-law	noun	A2.1	society
objetivo	objective	noun	A2.1	work
obra de teatro	play	phrase	A2.1	MWU|media
ocupación	occupation	noun	A2.1	work
ocupado	occupied	adv	A2.1	travel
océano	ocean	noun	A2.1	nature
odio	hate	noun	A2.1	
olla	pot	noun	A2.1	food
olvidar	to forget	verb	A2.1	education
operar	to operate	verb	A2.1	health
opinar	to give an opinion	verb	A2.1	media
orden	order	noun	A2.1	food
ordenar	to order	verb	A2.1	food
organización	organization	noun	A2.1	work
organizado	organized	adj	A2.1	work
organizar	to organize	verb	A2.1	education|travel|work
orgullo	pride	noun	A2.1	
oso	bear	noun	A2.1	health
oveja	sheep	noun	A2.1	nature
pago	payment	noun	A2.1	work
pantalla	screen	noun	A2.1	tech
paracaidismo	skydiving	noun	A2.1	nature
parada	stop	noun	A2.1	travel
parapente	paragliding	noun	A2.1	sports
pareja	couple, partner	adv	A2.1	media
pariente	relative	noun	A2.1	society
parte	part, party	noun	A2.1	media
particularmente	particularly	adv	A2.1	philosophy|time
partido	match, game, party	noun	A2.1	sports
pasaje	ticket	noun	A2.1	travel
pasto	grass	noun	A2.1	nature
patinaje	skating	noun	A2.1	
patinar	to skate	verb	A2.1	
pegar	to paste	verb	A2.1	tech
pelar	to peel	verb	A2.1	food
pensar + infinitive	to plan to	phrase	A2.1	MWU
pensión	boarding house, pension	noun	A2.1	home|travel
pepino	cucumber	noun	A2.1	food
perder	to lose	verb	A2.1	sports
perezoso	lazy	adj	A2.1	
permiso	permission, leave	noun	A2.1	work
personaje	character	noun	A2.1	media
personal	staff	noun	A2.1	work
personalidad	personality	noun	A2.1	
pesado	heavy	adj	A2.1	food
pesca	fishing	noun	A2.1	nature
pescar	to fish	verb	A2.1	nature
peso	weight	noun	A2.1	
pez	fish	noun	A2.1	nature
picante	spicy	adj	A2.1	food
picar	to chop	verb	A2.1	food
pimienta	pepper	noun	A2.1	food
piscina	pool	noun	A2.1	travel
pizarra	blackboard, whiteboard	noun	A2.1	education
pizarrón	blackboard	noun	A2.1	education
planeta	planet	noun	A2.1	nature
planificar	to plan	verb	A2.1	travel|work
plano	map, plan	noun	A2.1	travel
planta	plant	noun	A2.1	nature
plato	plate	adv	A2.1	food|time
plato principal	main course	phrase	A2.1	MWU|food
poesía	poetry	noun	A2.1	media
popular	popular	verb	A2.1	media
portátil	portable	adj	A2.1	tech
posada	inn	noun	A2.1	travel
practicar	to practice	verb	A2.1	education|sports
preferir	to prefer	verb	A2.1	
premio	prize, award	noun	A2.1	sports
preocupación	worry	noun	A2.1	
preocupar	to worry (someone)	verb	A2.1	
preocuparse	to worry	verb	A2.1	reflexive
preparar	to prepare	verb	A2.1	food
preparatoria	high school	phrase	A2.1	education
presentación	presentation	noun	A2.1	education|work
presentar	to present, introduce, to introduce, to submit	verb	A2.1	education|media|society|work
presión arterial	blood pressure	phrase	A2.1	MWU|health
prima	cousin, premium	noun	A2.1	society
principalmente	mainly	adv	A2.1	time
producir	to produce	verb	A2.1	media|tech|work
productivo	productive	adj	A2.1	work
profesional	professional	adj	A2.1	work
profundamente	deeply	adv	A2.1	health|philosophy
programa	program	noun	A2.1	media|tech
prometida	fiancé, fiancée	noun	A2.1	
promoción	promotion	noun	A2.1	work
protagonista	protagonist, main character	noun	A2.1	media
proyecto	project	noun	A2.1	education|work
prueba	test, proof, evidence	noun	A2.1	education
práctico	practical	adj	A2.1	education|philosophy|tech
psicología	psychology	noun	A2.1	education|health|tech
psicólogo	psychologist	noun	A2.1	health
puerto	port	noun	A2.1	travel
puntos	points	noun	A2.1	sports
puntuación	score	noun	A2.1	education
página	page	noun	A2.1	media
página web	web page, webpage	phrase	A2.1	MWU|tech
pájaro	bird	noun	A2.1	nature
quien	who (after preposition)	pron	A2.1	time
quiz	quiz	noun	A2.1	education
química	chemistry	noun	A2.1	education|tech
ratón	mouse	noun	A2.1	nature|tech
realizar	to carry out	verb	A2.1	work
realmente	really	adv	A2.1	philosophy
recepción	reception	noun	A2.1	travel
recetar	to prescribe	verb	A2.1	health
recientemente	recently	adv	A2.1	time
recital	recital	noun	A2.1	media
recién	recently, just	adv	A2.1	time
recordar	to remember	verb	A2.1	education
recreo	recess, break	noun	A2.1	education
recuperar	to recover	verb	A2.1	health
recuperarse	to recover	verb	A2.1	health|reflexive
red	network	noun	A2.1	tech
red social	social network	phrase	A2.1	MWU|glue|tech
redes sociales	social networks, social media	phrase	A2.1	MWU|glue|tech
regalo	gift, present	noun	A2.1	
registrarse	to check in	verb	A2.1	reflexive|travel
registro	registration, register	noun	A2.1	tech
regla	ruler	noun	A2.1	education
regresar	to return	verb	A2.1	travel
relación	relationship	noun	A2.1	
relajado	relaxed	adj	A2.1	
relajante	relaxing	adj	A2.1	travel
relajar	to relax (someone)	verb	A2.1	
relajarse	to relax	verb	A2.1	health|media|reflexive
remo	rowing	noun	A2.1	sports
reparar	to repair	verb	A2.1	tech
reparto	cast	noun	A2.1	media
repasar	to review	verb	A2.1	education
reportaje	report	noun	A2.1	media
representación	performance	noun	A2.1	media
reprobar	to fail	verb	A2.1	education
reproductor	player	noun	A2.1	tech
reservación	reservation	noun	A2.1	food
reservar	to reserve, book	verb	A2.1	food|travel
resolver	to solve	verb	A2.1	education|work
respetar	to respect	verb	A2.1	health|society
responsabilidad	responsibility	noun	A2.1	philosophy|work
responsable	responsible	adj	A2.1	work
resultado	result	noun	A2.1	education
retraso	delay	noun	A2.1	travel
reunirse	to meet	verb	A2.1	reflexive|work
reunión	meeting	noun	A2.1	work
revista	magazine	noun	A2.1	media
revolver	to stir	verb	A2.1	food
romance	romance	noun	A2.1	media
romántico	romantic	adj	A2.1	media
rotulador	marker	noun	A2.1	education
running	running	noun	A2.1	
ruta	route	noun	A2.1	travel
rábano	radish	noun	A2.1	food
río	river	noun	A2.1	nature
salsa	sauce	noun	A2.1	food
saltar	to jump	verb	A2.1	sports
saltear	to sauté	verb	A2.1	food
salón de clases	classroom	phrase	A2.1	MWU|education
sanar	to heal	verb	A2.1	health
sartén	frying pan	noun	A2.1	food
satisfecho	satisfied	adj	A2.1	
se	reflexive pronoun (all persons)	pron	A2.1	reflexive
seco	dry	adj	A2.1	food
secretario	secretary	noun	A2.1	work
seguridad	security	noun	A2.1	travel
seleccionar	to select	verb	A2.1	tech
selva	jungle	noun	A2.1	nature
senderismo	hiking	noun	A2.1	
sentarse	to sit down	verb	A2.1	food|reflexive
sentimiento	feeling	noun	A2.1	
sentirse	to feel, to feel (reflexive)	verb	A2.1	health|reflexive
separación	separation	noun	A2.1	society
serio	serious	adj	A2.1	
servicio	service	noun	A2.1	food|travel
simpático	nice, friendly	adj	A2.1	
sino	but (after negative)	conj	A2.1	glue|time
sino que	but rather	phrase	A2.1	MWU|comparison|glue
sitio web	website	phrase	A2.1	MWU|tech
snowboard	snowboarding	adv	A2.1	sports|time
sobrina	nephew, niece	noun	A2.1	society
software	software	noun	A2.1	tech
soler	to usually do	verb	A2.1	philosophy
solicitud	application	noun	A2.1	work
soltera	single	noun	A2.1	society
sorprender	to surprise	verb	A2.1	
sorprenderse	to be surprised	verb	A2.1	reflexive
sorpresa	surprise	noun	A2.1	
suave	mild	adj	A2.1	food
suegra	father-in-law, mother-in-law	noun	A2.1	society
sueldo	salary	noun	A2.1	work
suficiente	enough	adj	A2.1	
suite	suite	noun	A2.1	travel
superior	higher	adj	A2.1	education
supervisar	to supervise	verb	A2.1	work
supervisor	supervisor	noun	A2.1	work
surf	surfing	noun	A2.1	sports
surfear	to surf	verb	A2.1	
suspender	to fail	verb	A2.1	
suspensivo	suspenseful	adj	A2.1	media
suspenso	suspense, thriller	noun	A2.1	media
síntoma	symptom	noun	A2.1	health
tableta	tablet	noun	A2.1	tech
tamaño	size	noun	A2.1	
tampoco	neither, not either	connector	A2.1	discourse|glue
tan pronto como	as soon as	phrase	A2.1	MWU|comparison|glue|time
tarea	homework, task	noun	A2.1	education|home|work
tarjeta de embarque	boarding pass	phrase	A2.1	MWU|travel
taza	cup	noun	A2.1	food
tazón	bowl	noun	A2.1	food
teclado	keyboard	noun	A2.1	tech
tecnología	technology	noun	A2.1	tech
tejer	to knit	verb	A2.1	
teléfono inteligente	smartphone	phrase	A2.1	MWU|tech
temperatura	temperature	noun	A2.1	
temporada	season	noun	A2.1	media
tenedor	fork	noun	A2.1	food
terminal	terminal	noun	A2.1	travel
terminar de	to finish doing	phrase	A2.1	MWU
teórico	theoretical	adj	A2.1	education|philosophy|tech
ti	you (after preposition)	pron	A2.1	time
tibio	warm	adj	A2.1	food
tierno	tender	adj	A2.1	food
tierra	earth, soil	noun	A2.1	food
tigre	tiger	noun	A2.1	nature
tiro con arco	archery	phrase	A2.1	MWU|sports
tiza	chalk	noun	A2.1	
tocar un instrumento	to play an instrument	phrase	A2.1	MWU|media
todo	all, everything	pron	A2.1	
tomar apuntes	to take notes	phrase	A2.1	MWU|education
tomar medicinas	to take medicine	phrase	A2.1	MWU|health
tonto	silly, stupid	adj	A2.1	
torneo	tournament	noun	A2.1	sports
tostadora	toaster	noun	A2.1	food
totalmente	totally	adv	A2.1	philosophy
tour	tour	noun	A2.1	travel
trabajador	hardworking	adj	A2.1	
trabajador	worker	noun	A2.1	work
traductor	translator	noun	A2.1	
trama	plot	noun	A2.1	media
tratamiento	treatment	noun	A2.1	health
tratar de	to try to	phrase	A2.1	MWU
triatlón	triathlon	noun	A2.1	sports
tristeza	sadness	adj	A2.1	
trofeo	trophy	noun	A2.1	sports
tropical	tropical	adj	A2.1	travel
trozo	piece	noun	A2.1	
turismo	tourism	noun	A2.1	travel
turista	tourist	noun	A2.1	travel
turno	shift	noun	A2.1	work
turístico	touristic	adj	A2.1	travel
tía	uncle, aunt	noun	A2.1	society
tímido	shy	adj	A2.1	
título	degree, title	noun	A2.1	education
urgencia	urgency	noun	A2.1	health|society
usuario	user	noun	A2.1	tech
utilizar	to utilize	verb	A2.1	tech
vaca	cow	noun	A2.1	nature
valle	valley	noun	A2.1	nature
varios	several	pron	A2.1	
vaso	glass	noun	A2.1	food
vecina	neighbor	noun	A2.1	home
vegetales	vegetables	noun	A2.1	food
vehículo	vehicle	noun	A2.1	travel
vela	sailing	noun	A2.1	sports
verdaderamente	truly	adv	A2.1	philosophy
verdadero	true, real	adj	A2.1	
verduras	vegetables	noun	A2.1	food
vergüenza	shame, embarrassment	noun	A2.1	health
viajar	to travel	verb	A2.1	travel
video llamada	video call	phrase	A2.1	MWU|tech
videocámara	video camera	noun	A2.1	tech
vinagre	vinegar	noun	A2.1	food
visa	visa	noun	A2.1	travel
visado	visa	noun	A2.1	travel
visita	visit	noun	A2.1	
visitar	to visit	verb	A2.1	society|travel
vista	view	noun	A2.1	travel
viuda	widowed	noun	A2.1	society
voleibol	volleyball	noun	A2.1	sports
volver	to return	verb	A2.1	travel
volver a	to do again	phrase	A2.1	MWU|philosophy
vuelo	flight	noun	A2.1	travel
wifi	wifi	noun	A2.1	travel
yerno	son-in-law	noun	A2.1	society
yoga	yoga	noun	A2.1	
zorro	fox	noun	A2.1	nature
árbol	tree	noun	A2.1	nature
ópera	opera	noun	A2.1	media
últimamente	lately	adv	A2.1	time
a causa de	because of	connector	A2.2	MWU|discourse|glue|philosophy
a favor	in favor	phrase	A2.2	MWU|glue
a lo mejor	maybe	phrase	A2.2	MWU
abogada	lawyer	noun	A2.2	
accidente	accident	noun	A2.2	
acción	action	noun	A2.2	media
acondicionador	conditioner	noun	A2.2	
aconsejar	to advise	verb	A2.2	
adelantar	to advance, overtake	verb	A2.2	
adelanto	advance	noun	A2.2	
advertir	to warn	verb	A2.2	
afeitadora	razor	noun	A2.2	
afeitar	to shave	verb	A2.2	
agresiva	aggressive	noun	A2.2	
agricultora	farmer	adv	A2.2	health
aire acondicionado	air conditioning	phrase	A2.2	MWU|nature|travel
al contrario	on the contrary	phrase	A2.2	MWU
alergia	allergy	noun	A2.2	health
alquilar un coche	to rent a car	phrase	A2.2	MWU|home
altruista	altruistic	noun	A2.2	
amable	kind	adj	A2.2	
anillo	ring	noun	A2.2	
aniversario	anniversary	noun	A2.2	
antipática	unfriendly	adj	A2.2	society
anuncio	advertisement	noun	A2.2	media
aretes	earrings	noun	A2.2	health
arquitecta	architect	noun	A2.2	
artículo	article	noun	A2.2	media
ascenso	promotion	noun	A2.2	
asiento	seat	noun	A2.2	nature
asignar	to assign	verb	A2.2	
audiencia	audience	noun	A2.2	media
autopista	highway	noun	A2.2	
auxiliar de vuelo	flight attendant	phrase	A2.2	MWU
aventura	adventure	noun	A2.2	media
avería	breakdown, malfunction	adj	A2.2	
Año Nuevo	New Year	phrase	A2.2	MWU|health
bailarina	dancer	noun	A2.2	
bautizo	baptism	noun	A2.2	
boletín	bulletin	noun	A2.2	media
bombera	firefighter	noun	A2.2	nature
brindis	toast	noun	A2.2	
buzón	mailbox	noun	A2.2	
buzón de voz	voicemail	phrase	A2.2	MWU|work
caducar	to expire	verb	A2.2	
cajera	cashier	noun	A2.2	
cajero automático	ATM	phrase	A2.2	MWU|finance
calefacción	heating	noun	A2.2	
calzado	footwear	noun	A2.2	health
camarera	waiter, waitress	noun	A2.2	food
canal	channel	noun	A2.2	media
cantante	singer	noun	A2.2	
carnaval	carnival	noun	A2.2	media
carnicera	butcher	noun	A2.2	
carpintera	carpenter	noun	A2.2	
carretera	road	noun	A2.2	
carta	letter, menu	noun	A2.2	food
cepillo	brush	noun	A2.2	
cepillo de dientes	toothbrush	phrase	A2.2	MWU
ceremonia	ceremony	noun	A2.2	
champú	shampoo	noun	A2.2	
ciencia ficción	science fiction	phrase	A2.2	MWU|media
científica	scientist	noun	A2.2	
cirugía	surgery	noun	A2.2	
ciudadana	citizen	noun	A2.2	
clase ejecutiva	business class	phrase	A2.2	MWU|education
clase turista	economy class	phrase	A2.2	MWU|education
cobarde	coward	noun	A2.2	nature
cocinera	cook	noun	A2.2	
collar	necklace	verb	A2.2	
comedia	comedy	noun	A2.2	media
comprobar	to check, verify, to verify	verb	A2.2	education|tech
comunicar	to communicate	verb	A2.2	work
conductora	driver	noun	A2.2	travel
conflicto	conflict	noun	A2.2	
consulta	consultation	noun	A2.2	
contable	accountant	noun	A2.2	finance
contrato de arrendamiento	lease, rental agreement	phrase	A2.2	MWU|home
convivencia	coexistence	noun	A2.2	
correo	mail	noun	A2.2	
corte de pelo	haircut	phrase	A2.2	MWU|health
cortocircuito	short circuit	adj	A2.2	
cosmética	cosmetics	noun	A2.2	
costumbre	custom	noun	A2.2	
crema	cream	noun	A2.2	
cruce	crossing, intersection	noun	A2.2	
crítica	review, criticism	noun	A2.2	travel
cuarto de baño	bathroom	phrase	A2.2	MWU|home
cuenta bancaria	bank account	phrase	A2.2	MWU|finance
cuenta corriente	checking account	phrase	A2.2	MWU|finance
cuenta de ahorros	savings account	phrase	A2.2	MWU|finance
cuerda	sane	noun	A2.2	
cuidadosa	careful	noun	A2.2	
curiosa	curious	noun	A2.2	
código postal	postal, zip code	phrase	A2.2	MWU
dar cuenta	to account for	phrase	A2.2	MWU|finance|glue
dar igual	to not matter	phrase	A2.2	MWU
dar la bienvenida	to welcome	phrase	A2.2	MWU
dar las gracias	to thank	phrase	A2.2	MWU|comparison
dar permiso	to give permission	phrase	A2.2	MWU|work
darse cuenta	to realize	phrase	A2.2	MWU
debido a	due to	phrase	A2.2	MWU
defectuosa	defective	noun	A2.2	
dejar prestado	to lend	phrase	A2.2	MWU
democracia	democracy	noun	A2.2	philosophy|society
depósito	deposit	noun	A2.2	finance
derechos	rights	adv	A2.2	
descolgar	to pick up	verb	A2.2	
descuidada	careless	noun	A2.2	
desde luego	certainly, of course	phrase	A2.2	MWU|philosophy
desempleada	unemployed	noun	A2.2	
desfile	parade	noun	A2.2	media
deshacer las maletas	to unpack	phrase	A2.2	MWU|travel
deshonesta	dishonest	noun	A2.2	
desigualdad	inequality	noun	A2.2	
desodorante	deodorant	noun	A2.2	
despido	dismissal, firing	noun	A2.2	
destinatario	recipient	noun	A2.2	
desvío	detour	noun	A2.2	
devolución	return	noun	A2.2	
diarrea	diarrhea	noun	A2.2	
dibujos animados	cartoons	phrase	A2.2	MWU|media
dictadura	dictatorship	noun	A2.2	
dirán	they will say	noun	A2.2	
discurso	speech	noun	A2.2	
diseñadora	designer	noun	A2.2	
documental	documentary	noun	A2.2	media|work
dolor de cabeza	headache	phrase	A2.2	MWU|health
dolor de estómago	stomachache	phrase	A2.2	MWU|health
dolor de garganta	sore throat	phrase	A2.2	MWU|glue
dolor de muelas	toothache	phrase	A2.2	MWU
drama	drama	noun	A2.2	media
dudo que	I doubt that...	phrase	A2.2	MWU|comparison
débil	weak	adj	A2.2	health
Día de los Muertos	Day of the Dead	phrase	A2.2	MWU
echar de menos	to miss someone	phrase	A2.2	MWU|comparison
egoísta	selfish	adj	A2.2	nature
elecciones	elections	noun	A2.2	
electricista	electrician	noun	A2.2	
embotellamiento	traffic jam	noun	A2.2	
emisión	broadcast, emission	noun	A2.2	media
empresaria	businessman, businesswoman	noun	A2.2	work
en contra	against	phrase	A2.2	MWU
en general	in general	phrase	A2.2	MWU
en particular	in particular	phrase	A2.2	MWU|media
en realidad	actually	connector	A2.2	MWU|discourse|glue
enfermedad	illness, disease	noun	A2.2	health|nature
entregar	to deliver, to turn in	verb	A2.2	education
entrevista de trabajo	job interview	phrase	A2.2	MWU|travel
episodio	episode	noun	A2.2	media
es importante que	it's important that...	phrase	A2.2	MWU|comparison|glue
es necesario que	it's necessary that...	phrase	A2.2	MWU|comparison
es posible que	it's possible that..., it's possible that	phrase	A2.2	MWU|comparison|philosophy
es probable que	it's likely that..., it's probable that	phrase	A2.2	MWU|comparison|philosophy
escalas	layover, stopover	noun	A2.2	travel
espero que	I hope that...	phrase	A2.2	MWU|comparison
estacionamiento	parking	noun	A2.2	
estar de acuerdo	to agree	phrase	A2.2	MWU
estar en contra	to be against	phrase	A2.2	MWU
estaré	I will be	noun	A2.2	
estilo	style	noun	A2.2	media|work
etiqueta	label, tag	noun	A2.2	
extracción	withdrawal	noun	A2.2	finance
extraviado	lost	noun	A2.2	
extrovertida	extroverted	noun	A2.2	
fabricante	manufacturer	noun	A2.2	
falsificación	counterfeit	noun	A2.2	
felicitación	congratulation	noun	A2.2	
firma	signature	noun	A2.2	nature
fuga de agua	water leak	phrase	A2.2	MWU|nature
funeral	funeral	adj	A2.2	
garantía	warranty, guarantee	noun	A2.2	finance
gasolinera	gas station	noun	A2.2	comparison
generosa	generous	noun	A2.2	
gobierno	government	noun	A2.2	work
goteo	leak, drip	noun	A2.2	
grabación	recording	noun	A2.2	media
graciosa	funny	adj	A2.2	
graduación	graduation	noun	A2.2	
grieta	crack	noun	A2.2	
gripe	flu	noun	A2.2	health
guerra	war	noun	A2.2	
hacer caso	to pay attention	phrase	A2.2	MWU
hacer daño	to hurt	phrase	A2.2	MWU
hacer falta	to need	phrase	A2.2	MWU
hacer las maletas	to pack	phrase	A2.2	MWU|travel
haremos	we will do	noun	A2.2	
harían	they would do	noun	A2.2	
herida	wound	noun	A2.2	health
hipoteca	mortgage	noun	A2.2	finance
honesta	honest	noun	A2.2	
horas extras	overtime	phrase	A2.2	MWU
impaciente	impatient	adj	A2.2	
impuesto	tax	noun	A2.2	
informar	to inform	verb	A2.2	
ingeniera	engineer	noun	A2.2	
inmadura	immature	noun	A2.2	
inquilina	tenant	noun	A2.2	
insegura	insecure	noun	A2.2	
insensible	insensitive	noun	A2.2	
instrucciones de uso	instructions for use	phrase	A2.2	MWU|glue
inteligente	intelligent	adj	A2.2	
inversión	investment	noun	A2.2	finance
inyección	injection	noun	A2.2	
irresponsable	irresponsible	adj	A2.2	
irás	you will go	noun	A2.2	
iríamos	we would go	noun	A2.2	
jabón	soap	noun	A2.2	
jardinera	gardener	noun	A2.2	home
joyería	jewelry	noun	A2.2	
jubilada	retired	adj	A2.2	
jueza	judge	noun	A2.2	
justicia	justice	adv	A2.2	philosophy|society
ley	law	noun	A2.2	society
libertad	freedom	noun	A2.2	philosophy
llamada perdida	missed call	phrase	A2.2	MWU|work
llamar la atención	to attract attention	phrase	A2.2	MWU
loca	crazy	noun	A2.2	
loción	lotion	noun	A2.2	
límite de velocidad	speed limit	phrase	A2.2	MWU
línea ocupada	busy line	phrase	A2.2	MWU
madura	mature	noun	A2.2	
mal	to make a good, bad impression, badly	adv	A2.2	
maletero	trunk, boot	noun	A2.2	
mantenimiento	maintenance	noun	A2.2	
manual	manual	noun	A2.2	
maquillaje	makeup	adv	A2.2	
maquillar	to apply makeup	verb	A2.2	
marca	brand	noun	A2.2	
marcar	to dial	verb	A2.2	
mareada	dizzy	noun	A2.2	
marinera	sailor	noun	A2.2	
me alegro de que	I'm glad that...	phrase	A2.2	MWU|comparison
me gustaría	I would like	phrase	A2.2	MWU
me molesta que	it bothers me that...	phrase	A2.2	MWU|comparison
me sorprende que	it surprises me that...	phrase	A2.2	MWU|comparison
mecánica	mechanic	noun	A2.2	
mentirosa	liar	noun	A2.2	
militar	military person	verb	A2.2	society
moda	fashion	noun	A2.2	
modelo	model	noun	A2.2	
mudanza	move, moving	noun	A2.2	
multa	fine, ticket	noun	A2.2	travel
navegador	GPS, navigator, browser	noun	A2.2	
Navidad	Christmas	noun	A2.2	
nerviosa	nervous	noun	A2.2	
no creo que	I don't think that...	phrase	A2.2	MWU|comparison
no obstante	nevertheless	connector	A2.2	MWU|discourse|glue|time
número equivocado	wrong number	phrase	A2.2	MWU
obligar	to force, obligate	verb	A2.2	
operación	operation	noun	A2.2	
optimista	optimistic	adj	A2.2	
original	original	adj	A2.2	media|philosophy
oyente	listener	noun	A2.2	media
paciente	patient	adj	A2.2	
pacífica	peaceful	noun	A2.2	
panadera	baker	noun	A2.2	
paquete	package	noun	A2.2	travel
partido político	political party	phrase	A2.2	MWU|media|society
Pascua	Easter	noun	A2.2	
pasillo	aisle, hallway	noun	A2.2	
pasta de dientes	toothpaste	phrase	A2.2	MWU
pastilla	pill	noun	A2.2	health
paz	peace	noun	A2.2	
peaje	toll	noun	A2.2	
pedir perdón	to apologize	phrase	A2.2	MWU
pedir prestado	to borrow	phrase	A2.2	MWU|glue
peinar	to comb	verb	A2.2	
peine	comb	noun	A2.2	
peluquera	hairdresser	noun	A2.2	health
peluquería	hair salon	noun	A2.2	health
perezosa	lazy	noun	A2.2	
perfume	perfume	noun	A2.2	
periodista	journalist	noun	A2.2	
periódico	newspaper	adj	A2.2	media
permitir	to allow	verb	A2.2	
pescadora	fisher	noun	A2.2	nature
pesimista	pessimistic	adj	A2.2	
piloto	pilot	noun	A2.2	
pintura	paint, painting	noun	A2.2	health|media
plomero	plumber	noun	A2.2	
pobreza	poverty	noun	A2.2	society
podrás	you will be able to	noun	A2.2	
policía	police officer	noun	A2.2	education|work
